279,161
303,162
326,165
350,169
373,175
395,185
415,197
431,213
438,233
436,257
424,282
409,303
389,321
366,334
339,340
312,345
284,349
256,164
246,172
244,186
247,200
254,214
255,256
248,273
246,290
249,308
259,322
276,232
290,231
305,229
320,227
330,215
333,222
336,230
333,240
331,249
276,182
271,191
272,202
280,213
281,201
281,190
280,263
272,273
272,286
278,297
282,286
282,274
358,197
351,208
349,222
352,233
350,246
352,265
359,283
382,267
391,248
391,234
390,221
380,207
359,202
357,222
359,233
358,246
361,278
379,247
379,234
378,222
