280,156
303,156
326,157
349,160
372,166
391,177
408,192
422,210
428,231
426,256
418,281
405,304
387,323
364,335
338,343
311,348
284,353
256,161
247,171
245,185
248,199
254,213
253,247
248,267
246,286
252,305
263,319
275,231
288,229
301,227
314,224
328,213
330,220
331,227
330,236
329,245
278,180
272,189
273,201
280,211
282,200
282,189
282,260
275,270
275,282
281,294
284,283
284,271
358,196
350,206
347,219
349,229
348,239
352,257
360,274
380,258
388,240
388,228
387,218
378,205
359,201
355,219
356,229
356,239
361,269
376,240
376,229
375,219
